
//Ranking Board
//morocc2,173,86,4	duplicate(ExchageDig)	แลกของขุด	848

//Al De Baran
//morocc2,155,144,4	duplicate(Neuschwanstein2)	Neuschwanstein#am1	722
//homes1,39,63,4	duplicate(Neuschwanstein2)	Neuschwanstein#a1-6	722
c5,208,108,5	duplicate(waraldeg)	Item War#1	1395
ars_fild47,0,0,0,0	monster	Frus	1762,1,30000,15000,0
ars_fild47,0,0,0,0	monster	Skogul	1761,1,30000,15000,0
ars_fild47,0,0,0,0	monster	Skogul	1761,1,30000,15000,0
ars_fild47,0,0,0,0	monster	Skogul	1761,1,30000,15000,0
ars_fild47,0,0,0,0	monster	Frus	1762,1,30000,15000,0
ars_fild47,0,0,0,0	monster	Skogul	1761,1,30000,15000,0
ars_fild47,0,0,0,0	monster	Frus	1762,1,30000,15000,0
ars_fild47,0,0,0,0	monster	Valkyrie	1765,2,1800000,1200000,0
ars_fild47,0,0,0,0	monster	Blue Plant	1079,15,1800000,900000,1
ars_fild47,0,0,0,0	monster	Shining Plant	1083,15,1800000,900000,1

ars_fild49,0,0,0,0	monster	Sandman	1165,70,0,0,0
ars_fild49,0,0,0,0	monster	Hode	1127,30,0,0,0
ars_fild49,0,0,0,0	monster	Magnolia	1138,25,0,0,0
ars_fild49,0,0,0,0	monster	Andre	1095,10,0,0,0
ars_fild49,0,0,0,0	monster	Deniro	1105,20,0,0,0
ars_fild49,0,0,0,0	monster	Ant Egg	1097,10,0,0,0

//==================================================
// bra_fild01 - Brasilis Field
//==================================================

bra_fild01,0,0,0,0	monster	Headless Mule	2071,40,0,0,0
bra_fild01,0,0,0,0	monster	Curupira	2074,80,0,0,0
bra_fild01,0,0,0,0	monster	Red Mushroom	1085,3,0,0,0
bra_fild01,0,0,0,0	monster	Dokebi	1110,20,0,0,0
bra_fild01,0,0,0,0	monster	Jaguar	2072,10,0,0,0
bra_fild01,0,0,0,0	monster	Savage	1166,20,0,0,0
bra_fild01,0,0,0,0	monster	Toucan	2073,10,0,0,0

//==================================================
// Brasilis Dungeon (Behind the waterfall, bra_dun01)
//==================================================

bra_dun01,0,0,0,0	monster	Iara	2069,60,0,0,0
bra_dun01,0,0,0,0	monster	Piranha	2070,100,0,0,0
bra_dun01,0,0,0,0	monster	Hydra	1068,10,0,0,0
bra_dun01,0,0,0,0	monster	Plankton	1161,10,0,0,0
bra_dun01,0,0,0,0	monster	Marina	1141,10,0,0,0
bra_dun01,0,0,0,0	monster	Black Mushroom	1084,10,0,0,0

//==================================================
// Brasilis Dungeon (Behind the waterfall, bra_dun02)
//==================================================

bra_dun02,0,0,0,0	monster	Plankton	1161,10,0,0,0
bra_dun02,0,0,0,0	monster	Iara	2069,120,0,0,0
bra_dun02,0,0,0,0	monster	Piranha	2070,80,0,0,0
bra_dun02,0,0,0,0	monster	Hydra	1068,20,0,0,0
bra_dun02,0,0,0,0	monster	Plankton	1161,10,0,0,0
bra_dun02,0,0,0,0	monster	Marina	1141,10,0,0,0
bra_dun02,0,0,0,0	monster	Black Mushroom	1084,10,0,0,0
bra_dun02,0,0,0,0	boss_monster	Boitat	2068,1,7200000,600000,1

